DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
1/10/2020	85	915	Condominium/Apartment	16	15-8-6,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	368000	2020	402.2159036
18/07/2019	85	915	Condominium/Apartment	16	15-8-7,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	370000	2019	404.4018596
19/10/2020	85	915	Condominium/Apartment	16	17-6-8,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	370000	2020	404.4018596
5/9/2017	87	936	Condominium/Apartment	18	A-14-11,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	380000	2017	405.7837858
16/08/2018	85.282	918	Condominium/Apartment	16	13-09-07,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	375000	2018	408.5114528
17/01/2019	85	915	Condominium/Apartment	16	13-6-2,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	375000	2019	409.8667496
11/9/2018	87	936	Condominium/Apartment	18	B-12-03,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	385000	2018	411.1230461
5/8/2018	85	915	Condominium/Apartment	17	15-8-2,JALAN 3/109F	DANAU IMPIAN & DANAU IDAMAN	378000	2018	413.1456836
12/5/2018	85	915	Condominium/Apartment	16	15-1-7,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	383000	2018	418.6105736
8/1/2017	87	936	Condominium/Apartment	18	A-11-05,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	395000	2017	421.8015668
12/11/2018	87	936	Condominium/Apartment	18	B-15-8,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	395000	2018	421.8015668
19/09/2019	87.14	938	Condominium/Apartment	16	A-6-7,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	396000	2019	422.1900326
31/12/2018	97	1044	Condominium/Apartment	20	6-1-8(PCL A-1-8),JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	450000	2018	430.9939016
23/09/2020	87	936	Condominium/Apartment	18	A-10-2,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	405000	2020	432.4800875
6/2/2017	85	915	Condominium/Apartment	16	15-04-4,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	398000	2017	435.0052436
1/10/2017	91.135	981	Condominium/Apartment	16	15-8-8,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	428000	2017	436.3037209
1/3/2017	85	915	Condominium/Apartment	16	13-8-10,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	400000	2017	437.1911996
13/07/2020	85	915	Condominium/Apartment	16	13-13-10,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	400000	2020	437.1911996
14/06/2017	87	936	Condominium/Apartment	18	A-3-1,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	410000	2017	437.8193478
5/2/2017	87	936	Condominium/Apartment	18	A-12-08,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	420000	2017	448.4978685
26/11/2018	87	936	Condominium/Apartment	18	C-4-11,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	420000	2018	448.4978685
18/07/2018	85	915	Condominium/Apartment	16	13-13-5,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	415000	2018	453.5858695
1/9/2017	85.282	918	Condominium/Apartment	16	17-12-04,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	418000	2017	455.3540994
2/8/2017	87.14	938	Condominium/Apartment	18	B-09-12,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	428000	2017	456.3063989
7/10/2017	85.28	918	Condominium/Apartment	16	17-12-7, BLOK CANARY,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	420000	2017	457.5435572
4/11/2019	87	936	Condominium/Apartment	16	B-8-7,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	437000	2019	466.6513537
15/05/2017	87.14	938	Condominium/Apartment	18	C-9-3,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	440000	2017	469.1000363
26/12/2019	87	936	Condominium/Apartment	18	A-17-01,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	440000	2019	469.8549099
5/8/2017	87.14	938	Condominium/Apartment	18	B-3-1,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	443000	2017	472.2984456
7/5/2018	87	936	Condominium/Apartment	18	C-10-07,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	450000	2018	480.5334306
21/09/2018	87	936	Condominium/Apartment	16	C-04-09,JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	450000	2018	480.5334306
14/11/2017	85	915	Condominium/Apartment	16	17-12-06(P:C-13-06),JLN 2/109F	DANAU IMPIAN & DANAU IDAMAN	450000	2017	491.8400995
8/8/2017	85	915	Condominium/Apartment	16	15-03-02,JLN 3/109F, OFF JLN KLANG LAMA	DANAU IMPIAN & DANAU IDAMAN	498000	2017	544.3030435
4/9/2019	85	915	Condominium/Apartment	16	17-3-3,JLN 3/109F	DANAU IMPIAN & DANAU IDAMAN	500000	2019	546.4889994
28/09/2018	60.2	648	Condominium/Apartment	46	B-33A-03A,JALAN KERINCHI KIRI 2	DANAU KOTA KONDOMINIUM	570000	2018	879.6475755
3/5/2018	67	721	Condominium/Apartment	18	B-12-11,JALAN DESA	DANAU MURNI KONDOMINIUM	250000	2018	346.6534698
26/03/2018	67	721	Condominium/Apartment	18	A-5-5,JALAN DESA (JALAN 109F)	DANAU MURNI KONDOMINIUM	250000	2018	346.6534698
9/6/2018	67	721	Condominium/Apartment	18	B-15-4,JALAN DESA	DANAU MURNI KONDOMINIUM	250000	2018	346.6534698
8/3/2020	67	721	Condominium/Apartment	18	A-11-1,JLN 109F	DANAU MURNI KONDOMINIUM	250000	2020	346.6534698
13/06/2017	67	721	Condominium/Apartment	19	A-2-12,JLN 109F	DANAU MURNI KONDOMINIUM	255000	2017	353.5865392
24/04/2019	67	721	Condominium/Apartment	19	B-5-11,JLN 109F	DANAU MURNI KONDOMINIUM	255000	2019	353.5865392
19/11/2020	67	721	Condominium/Apartment	18	A-12-11,JALAN 109F	DANAU MURNI KONDOMINIUM	259000	2020	359.1329947
3/10/2020	67	721	Condominium/Apartment	19	A-9-8,JLN 1/109F	DANAU MURNI KONDOMINIUM	260000	2020	360.5196086
18/12/2019	67	721	Condominium/Apartment	18	A-3-7,JLN 109F	DANAU MURNI KONDOMINIUM	260000	2019	360.5196086
8/8/2018	67	721	Condominium/Apartment	18	A-17-8,JALAN DESA	DANAU MURNI KONDOMINIUM	260000	2018	360.5196086
21/08/2019	66.33	714	Condominium/Apartment	18	A-17-5,JALAN DESA	DANAU MURNI KONDOMINIUM	260000	2019	364.1612208
2/12/2018	67	721	Condominium/Apartment	18	A-11-5,JALAN DESA	DANAU MURNI KONDOMINIUM	268000	2018	371.6125196
14/06/2019	67	721	Condominium/Apartment	18	A-14-8,JALAN 109F	DANAU MURNI KONDOMINIUM	275000	2019	381.3188168
7/3/2020	67	721	Condominium/Apartment	19	B-15-12,JLN 109F	DANAU MURNI KONDOMINIUM	278000	2020	385.4786584
16/07/2018	67	721	Condominium/Apartment	19	B-11-13,JLN 109F	DANAU MURNI KONDOMINIUM	280000	2018	388.2518862
10/10/2018	67	721	Condominium/Apartment	19	A-3-6,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	280000	2018	388.2518862
16/03/2020	67	721	Condominium/Apartment	18	A-16-12,JLN DESA	DANAU MURNI KONDOMINIUM	285000	2020	395.1849556
19/08/2019	67	721	Condominium/Apartment	19	A-1-1,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	290000	2019	402.118025
26/04/2017	67	721	Condominium/Apartment	19	B-9-13,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	290000	2017	402.118025
6/10/2020	67	721	Condominium/Apartment	19	B-11-12,JLN 109F	DANAU MURNI KONDOMINIUM	290000	2020	402.118025
13/12/2017	67	721	Condominium/Apartment	18	B-1-13,JALAN DESA	DANAU MURNI KONDOMINIUM	290000	2017	402.118025
3/2/2018	67	721	Condominium/Apartment	19	B-5-11,JLN 109F	DANAU MURNI KONDOMINIUM	295000	2018	409.0510944
5/6/2019	66.33	714	Condominium/Apartment	18	A-10-01,JALAN DESA	DANAU MURNI KONDOMINIUM	295000	2019	413.1829236
19/10/2017	67	721	Condominium/Apartment	19	B-6-4,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	300000	2017	415.9841638
31/12/2018	67	721	Condominium/Apartment	19	B-11-5,JLN 109F (BLOK BIDARA)	DANAU MURNI KONDOMINIUM	300000	2018	415.9841638
13/05/2020	67	721	Condominium/Apartment	19	B-5-8,JLN 109F	DANAU MURNI KONDOMINIUM	300000	2020	415.9841638
14/07/2018	67	721	Condominium/Apartment	18	A-16-9,JALAN DESA	DANAU MURNI KONDOMINIUM	300000	2018	415.9841638
19/03/2018	67	721	Condominium/Apartment	18	A-05-12,JALAN 109F, BLOK ANGGERIK	DANAU MURNI KONDOMINIUM	300000	2018	415.9841638
2/10/2020	67	721	Condominium/Apartment	18	B-02-07,JALAN DESA	DANAU MURNI KONDOMINIUM	300000	2020	415.9841638
19/10/2020	67	721	Condominium/Apartment	18	A-2-8,JALAN DESA	DANAU MURNI KONDOMINIUM	300000	2020	415.9841638
27/01/2021	67	721	Condominium/Apartment	18	B1-1-14,JALAN DESA (JALAN 109F)	DANAU MURNI KONDOMINIUM	300000	2021	415.9841638
2/8/2018	66.33	714	Condominium/Apartment	18	B-11-7,JALAN DESA	DANAU MURNI KONDOMINIUM	300000	2018	420.186024
15/07/2020	66.33	714	Condominium/Apartment	18	B-05-10,JALAN DESA	DANAU MURNI KONDOMINIUM	300000	2020	420.186024
21/06/2017	67	721	Condominium/Apartment	19	B-18-05,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	305000	2017	422.9172332
22/02/2018	67	721	Condominium/Apartment	18	B-1-12,JALAN DESA	DANAU MURNI KONDOMINIUM	310000	2018	429.8503026
20/02/2017	67	721	Condominium/Apartment	19	B-6-1,JLN 2/109F, OFF JLN KLANG LAMA	DANAU MURNI KONDOMINIUM	315000	2017	436.7833719
20/09/2018	67	721	Condominium/Apartment	18	A-6-3,JALAN DESA	DANAU MURNI KONDOMINIUM	320000	2018	443.7164413
8/9/2017	67	721	Condominium/Apartment	18	B-17-13,JALAN DESA	DANAU MURNI KONDOMINIUM	325000	2017	450.6495107
16/11/2018	66.33	714	Condominium/Apartment	18	B-8-3,JALAN DESA	DANAU MURNI KONDOMINIUM	325000	2018	455.201526
30/11/2017	67	721	Condominium/Apartment	19	B-4-2,JLN 109F	DANAU MURNI KONDOMINIUM	330000	2017	457.5825801
18/10/2019	67	721	Condominium/Apartment	18	A-11-2,JALAN DESA	DANAU MURNI KONDOMINIUM	330000	2019	457.5825801
3/2/2020	66.33	714	Condominium/Apartment	19	B-11-8,JLN 109F	DANAU MURNI KONDOMINIUM	330000	2020	462.2046264
14/12/2017	67	721	Condominium/Apartment	18	A-1-9,JALAN DESA (JALAN 109F)	DANAU MURNI KONDOMINIUM	350000	2017	485.3148577
15/10/2018	67	721	Condominium/Apartment	18	B-16-9,JALAN DESA	DANAU MURNI KONDOMINIUM	350000	2018	485.3148577
10/3/2018	67	721	Condominium/Apartment	18	A-4-13,JALAN DESA (JALAN 109F)	DANAU MURNI KONDOMINIUM	360000	2018	499.1809965
5/8/2017	67	721	Condominium/Apartment	19	B-17-11,JLN 109F	DANAU MURNI KONDOMINIUM	390000	2017	540.7794129
29/04/2019	64	689	Condominium/Apartment	16	A-8-5 , DANAU PERMAI,JLN 3/109F	DANAU PERMAI	100000	2019	145.1611405
4/5/2017	116	1249	Condominium/Apartment	20	6-15-3(PCL: A 1603),JLN 3/109F	DANAU PERMAI	420000	2017	336.3734014
21/10/2020	97	1044	Condominium/Apartment	20	8-3-1,JLN 3/109F	DANAU PERMAI	440000	2020	421.4162594
24/09/2019	97	1044	Condominium/Apartment	18	12-6-1,JALAN 3/109F	DANAU PERMAI	440000	2019	421.4162594
10/5/2018	116	1249	Condominium/Apartment	14	12-6-2 (D-7-2),JLN 3/109F	DANAU PERMAI	540000	2018	432.4800875
7/11/2019	97	1044	Condominium/Apartment	16	6-3-1,JLN DANAU DESA	DANAU PERMAI	465000	2019	445.360365
11/6/2020	116	1249	Condominium/Apartment	20	10-3-2,JLN 3/109F	DANAU PERMAI	590000	2020	472.52454
5/10/2019	116	1249	Condominium/Apartment	20	8-17-2,JLN 3/109F	DANAU PERMAI	596000	2019	477.3298743
30/03/2017	97	1044	Condominium/Apartment	19	8-17-8 (B-18-8),JLN 3/109F	DANAU PERMAI	500000	2017	478.8821129
4/9/2019	97	1044	Condominium/Apartment	18	10-1-1(P:C-2-1),JLN 3/109F	DANAU PERMAI	500000	2019	478.8821129
9/6/2017	97	1044	Condominium/Apartment	18	19-9-1,JLN 3/109F	DANAU PERMAI	500000	2017	478.8821129
3/8/2017	116	1249	Condominium/Apartment	20	6-9-3,JLN 3/109F	DANAU PERMAI	618000	2017	494.9494335
14/12/2018	97	1044	Condominium/Apartment	18	8-12-1,JLN 3/109F	DANAU PERMAI	520000	2018	498.0373974
2/9/2021	116	1249	Condominium/Apartment	16	8-12-6,JLN 3/109F	DANAU PERMAI	628000	2021	502.958324
1/4/2018	97	1044	Condominium/Apartment	20	6-15-8,JLN 3/109F	DANAU PERMAI	530000	2018	507.6150397
12/10/2019	97	1044	Condominium/Apartment	20	12-4-8,JLN 3/109F	DANAU PERMAI	530000	2019	507.6150397
24/12/2018	97	1044	Condominium/Apartment	16	8-16-1,JLN 3/109F	DANAU PERMAI	530000	2018	507.6150397
13/06/2018	116	1249	Condominium/Apartment	18	10-7-6,JLN 3/109F	DANAU PERMAI	640000	2018	512.5689926
16/08/2017	116	1249	Condominium/Apartment	18	8-19-3,JLN 3/109F	DANAU PERMAI	650000	2017	520.5778831
11/3/2017	116	1249	Condominium/Apartment	18	6-2-6,JLN 3/109F	DANAU PERMAI	650000	2017	520.5778831
6/12/2019	116	1249	Condominium/Apartment	16	10-4-2,JLN 3/109F	DANAU PERMAI	650000	2019	520.5778831
22/09/2020	97	1044	Condominium/Apartment	18	10-12-1 (C-13-1),JLN 3/109F	DANAU PERMAI	545000	2020	521.9815031
18/11/2019	64	689	Condominium/Apartment	18	6-5-5,JLN 3/109F	DANAU PERMAI	360000	2019	522.5801057
27/10/2020	64	689	Condominium/Apartment	16	8-07-4(PCL B-08-4),JLN 3/109F	DANAU PERMAI	360000	2020	522.5801057
3/9/2017	97	1044	Condominium/Apartment	18	8-19-1,JALAN 3/109F	DANAU PERMAI	550000	2017	526.7703242
16/11/2020	97	1044	Condominium/Apartment	18	6-6-8,JALAN 3/109F	DANAU PERMAI	550000	2020	526.7703242
1/4/2018	116	1249	Condominium/Apartment	18	(10-16-02),JLN 3/109F	DANAU PERMAI	660000	2018	528.5867736
7/6/2018	116	1249	Condominium/Apartment	16	6-4-3,JLN 3/109F	DANAU PERMAI	660000	2018	528.5867736
11/11/2019	64	689	Condominium/Apartment	16	8-9-5 DANAU PERMAI,JLN 3/109F	DANAU PERMAI	370000	2019	537.0962198
14/07/2020	64	689	Condominium/Apartment	16	8-08-4,JLN 3/109F	DANAU PERMAI	370000	2020	537.0962198
23/05/2017	89.93	968	Condominium/Apartment	15	10-6-1,JLN 3/109F	DANAU PERMAI	520000	2017	537.191455
6/5/2018	116	1249	Condominium/Apartment	20	12-9-2,JALAN 3/109F	DANAU PERMAI	680000	2018	544.6045546
30/01/2019	116	1249	Condominium/Apartment	20	10-6-3,JLN 3/109F	DANAU PERMAI	690000	2019	552.6134451
10/1/2019	116	1249	Condominium/Apartment	16	6-13-6,JLN 3/109F	DANAU PERMAI	690000	2019	552.6134451
14/11/2019	116	1249	Condominium/Apartment	14	12-6-3 (P: D-7-3),JLN 3/109F	DANAU PERMAI	700000	2019	560.6223356
23/05/2017	97	1044	Condominium/Apartment	20	12-8-8,JLN 3/109F	DANAU PERMAI	595000	2017	569.8697144
15/03/2017	97	1044	Condominium/Apartment	18	12-13-1,JALAN 3/109F	DANAU PERMAI	600000	2017	574.6585355
1/4/2018	89.93	968	Condominium/Apartment	18	10-16-1,JLN 3/109F	DANAU PERMAI	560000	2018	578.5138747
30/09/2019	64	689	Condominium/Apartment	18	10-3-4,(P: C-4-4),JLN 3/109F	DANAU PERMAI	400000	2019	580.6445619
27/09/2017	116	1249	Condominium/Apartment	20	10-10-2(C-11-2),JLN 3/109F	DANAU PERMAI	730000	2017	584.6490072
11/9/2018	116	1249	Condominium/Apartment	18	6-5-6,JALAN 3/109F	DANAU PERMAI	770000	2018	616.6845692
5/12/2017	64	689	Condominium/Apartment	20	6-8-5, DANAU PERMAI,JLN 3/109F	DANAU PERMAI	500000	2017	725.8057024
5/12/2017	64	689	Condominium/Apartment	20	6-8-5, DANAU PERMAI,JLN 3/109F	DANAU PERMAI	500000	2017	725.8057024
16/07/2020	116	1249	Condominium/Apartment	16	12-5-6,JLN 3/109F	DANAU PERMAI	1000000	2020	800.8890509
19/08/2020	417	4489	Condominium/Apartment	14	B-11,JALAN DESA BAKTI 2	DESA 8	2100000	2020	467.8574887
17/09/2020	346	3724	Condominium/Apartment	14	A-07,JALAN DESA BAKTI 2	DESA 8	1850000	2020	496.7363882
25/08/2017	441	4747	Detached House	2	NO.30,JALAN DESA  AMAN 1A	DESA AMAN	2900000	2017	610.9276116
17/01/2018	57.134	615	Low-Cost Flat	5	32-4,JLN DESA AMAN (JLN 2/101)	DESA AMAN	50000	2018	81.30284061
9/4/2019	57.13	615	Low-Cost Flat	5	B-2-43,JLN DESA AMAN (JLN 2/101)	DESA AMAN	65000	2019	105.701093
28/05/2020	57.134	615	Low-Cost Flat	5	A-3-64,JLN DESA AMAN (JLN 2/101)	DESA AMAN	80000	2020	130.084545
29/07/2020	57.134	615	Low-Cost Flat	5	B-G-28,JLN DESA AMAN (JLN 2/101)	DESA AMAN	80000	2020	130.084545
17/05/2019	57	614	Low-Cost Flat	5	72-3,JLN DESA AMAN (JLN 2/101)	DESA AMAN	80000	2019	130.3903578
13/04/2018	57	614	Low-Cost Flat	5	15-4,JLN DESA AMAN (JLN 2/101)	DESA AMAN	90000	2018	146.6891525
9/11/2020	57.134	615	Low-Cost Flat	5	48-1,JLN DESA AMAN (JLN 2/101)	DESA AMAN	110000	2020	178.8662493
9/11/2020	57.134	615	Low-Cost Flat	5	74-3,JLN DESA AMAN (JLN 2/101)	DESA AMAN	110000	2020	178.8662493
10/11/2019	57.134	615	Low-Cost Flat	5	52-3,JLN DESA AMAN (JLN 2/101)	DESA AMAN	116000	2019	188.6225902
13/08/2018	57.134	615	Low-Cost Flat	5	26-2,JLN DESA AMAN (JLN 2/101)	DESA AMAN	120000	2018	195.1268175
15/08/2018	57.134	615	Low-Cost Flat	5	26-3-3,JLN DESA AMAN (JLN 2/101)	DESA AMAN	120000	2018	195.1268175
17/04/2017	57	614	Low-Cost Flat	5	32-2,JLN DESA AMAN (JLN 2/101)	DESA AMAN	130000	2017	211.8843314
27/05/2020	57.134	615	Low-Cost Flat	5	12-G,JLN DESA AMAN (JLN 2/101)	DESA AMAN	140000	2020	227.6479537
29/01/2018	57.134	615	Low-Cost Flat	5	48-2,JLN DESA AMAN (JLN 2/101)	DESA AMAN	145000	2018	235.7782378
24/09/2019	57.14	615	Low-Cost Flat	5	18-1,JLN DESA AMAN (JLN 2/101)	DESA AMAN	149000	2019	242.2570241
14/12/2017	57.134	615	Low-Cost Flat	5	40-2,JLN DESA AMAN (JLN 2/101)	DESA AMAN	160000	2017	260.1690899
16/12/2019	57.134	615	Low-Cost Flat	5	38-G,JLN DESA AMAN (JLN 2/101)	DESA AMAN	160000	2019	260.1690899
15/04/2019	57.134	615	Low-Cost Flat	5	B-6-G,JLN DESA AMAN (JLN 2/101)	DESA AMAN	180000	2019	292.6902262
13/02/2020	244	2626	Semi-Detached House	3	70,PERSIARAN  DESA  AMAN	DESA AMAN	1800000	2020	685.3509583
25/10/2018	153	1647	Terraced House	2	36,JLN 3/101 (JLN DESA AMAN 3)	DESA AMAN	380000	2018	230.7397998
1/10/2020	241	2594	Terraced House	2	NO 18,JALAN 12/101	DESA AMAN	870000	2020	335.3764441
29/11/2018	153	1647	Terraced House	2	14,JLN 9/101	DESA AMAN	600000	2018	364.3259996
29/03/2019	164	1765	Terraced House	2	4,JLN 2/101B (PERSIARAN DESA AMAN 2)	DESA AMAN	740000	2019	419.1970496
27/08/2020	143	1539	Terraced House	2	12,JALAN DESA  AMAN 6	DESA AMAN	675000	2020	438.52876
25/09/2020	174	1873	Terraced House	2	NO. 25,JLN. 10/101	DESA AMAN	850000	2020	453.8371289
15/08/2019	153	1647	Terraced House	2	111,JALAN DESA  AMAN 3	DESA AMAN	750000	2019	455.4074995
18/02/2021	153	1647	Terraced House	2	107,JLN DESA AMAN 3	DESA AMAN	765000	2021	464.5156495
25/01/2021	143	1539	Terraced House	2	68,JALAN DESA  AMAN 8	DESA AMAN	730000	2021	474.2607331
4/8/2019	208	2239	Terraced House	2	24,JALAN DESA  AMAN 6	DESA AMAN	1120000	2019	500.2476226
13/12/2017	143	1539	Terraced House	2	10,JLN DESA AMAN 1A (JLN 1/101A)	DESA AMAN	800000	2017	519.7377897
12/3/2020	208	2239	Terraced House	2	26,JALAN DESA  AMAN 6	DESA AMAN	1180000	2020	527.0466024
26/09/2018	153	1647	Terraced House	2	3,JALAN DESA  AMAN 10	DESA AMAN	870000	2018	528.2726995
15/03/2021	143	1539	Terraced House	2	NO.19,JALAN DESA AMAN 4	DESA AMAN	860000	2021	558.7181239
27/09/2018	153	1647	Terraced House	2	47,JLN 3/101	DESA AMAN	1000000	2018	607.2099994
10/5/2018	188	2024	Terraced House	3	88,JALAN DESA  AMAN 3	DESA AMAN	1300000	2018	642.41526
10/5/2018	187	2013	Terraced House	3	88,JALAN DESA  AMAN 3	DESA AMAN	1300000	2018	645.8506357
18/10/2018	187	2013	Terraced House	3	NO 90,JALAN DESA  AMAN 3	DESA AMAN	1530000	2018	760.1165174
20/01/2020	271	2917	Condominium/Apartment	11	32-9-3,JLN KAPAS	DESA BANGSARIA	1800000	2020	617.0687595
2/8/2019	168	1808	Condominium/Apartment	10	32-6-3 (7C),JLN KAPAS	DESA BANGSARIA	1450000	2019	801.8424903
5/12/2017	193	2077	Condominium/Apartment	11	32-4-3A,JLN KAPAS	DESA BANGSARIA	1700000	2017	818.3177246
30/11/2017	85	915	Condominium/Apartment	11	32-LG1-3,JLN KAPAS	DESA BANGSARIA	758820	2017	829.3735651
8/6/2018	68	732	Condominium/Apartment	11	32-LG1-4,JLN KAPAS	DESA BANGSARIA	652320	2018	891.2142603
8/2/2018	53	570	Condominium/Apartment	11	32-LG1-5,JLN KAPAS	DESA BANGSARIA	522720	2018	916.2702654
10/4/2017	181	1948	Condominium/Apartment	11	23-3-3A,JLN KAPAS	DESA BANGSARIA	1850000	2017	949.5623775
12/12/2018	87	936	Condominium/Apartment	4	B-1-3,JLN 27/117A	DESA BANGSAWAN APARTMENT	251000	2018	268.030869
8/10/2018	96	1033	Condominium/Apartment	4	A-2-3,JLN 27/117A	DESA BANGSAWAN APARTMENT	310000	2018	299.9996903
24/02/2018	96	1033	Condominium/Apartment	4	A-G-4,JLN 27/117A	DESA BANGSAWAN APARTMENT	340000	2018	329.0319184
10/9/2018	120	1292	Condominium/Apartment	4	2A-1-1,LRG SETIABISTARI 6	DESA BISTARI	790000	2018	611.6122719
15/08/2017	114	1227	Condominium/Apartment	4	2A-1-12,LRG SETIABISTARI 6	DESA BISTARI	780000	2017	635.6529941
9/7/2018	120	1292	Condominium/Apartment	4	2A-01-14,LRG SETIABISTARI 6	DESA BISTARI	900000	2018	696.7734743
25/07/2018	114	1227	Condominium/Apartment	4	2A-2-6,JALAN SETIABISTARI	DESA BISTARI	900000	2018	733.4457624
24/07/2017	466	5016	Condominium/Apartment	13	10-10-5,JLN SETIAKASIH	DESA DAMANSARA	2900000	2017	578.1525252
21/03/2019	466	5016	Condominium/Apartment	12	10-10-6(P:N-10-3),JLN SETIAKASIH	DESA DAMANSARA	2900000	2019	578.1525252
8/7/2018	387	4166	Condominium/Apartment	19	11-10-2,JALAN SETIAKASIH	DESA DAMANSARA	2600000	2018	624.1553947
9/11/2017	259	2788	Condominium/Apartment	7	11-10-1,JLN SETIAKASIH	DESA DAMANSARA	1950000	2017	699.4637194
5/2/2019	110	1184	Condominium/Apartment	8	121, 2ND FLOOR,JLN SETIAKASIH	DESA DAMANSARA	850000	2019	717.887822
23/06/2017	153	1647	Condominium/Apartment	12	10-3A-3,JLN SETIAKASIH	DESA DAMANSARA	1210000	2017	734.7240993
9/4/2020	132	1421	Condominium/Apartment	7	10-0-3,JALAN SETIAKASIH	DESA DAMANSARA	1050000	2020	739.0021697
13/02/2017	133	1432	Condominium/Apartment	9	11-9,JLN SETIAKASIH	DESA DAMANSARA	1110000	2017	775.3569488
15/03/2019	125	1345	Condominium/Apartment	3	721,JLN SETIAKASIH	DESA DAMANSARA	1050000	2019	780.3862912
14/01/2020	110	1184	Condominium/Apartment	8	144,JLN SETIAKASIH	DESA DAMANSARA	925000	2020	781.2308651
8/3/2018	214	2303	Condominium/Apartment	7	732,JLN SETIAKASIH	DESA DAMANSARA	1800000	2018	781.4281955
4/4/2019	187	2013	Condominium/Apartment	19	10-9-2,JALAN SETIAKASIH	DESA DAMANSARA	1620000	2019	804.8292537
29/03/2019	115	1238	Condominium/Apartment	7	921,JALAN SETIAKASIH	DESA DAMANSARA	1025000	2019	828.0496361
3/9/2021	187	2013	Condominium/Apartment	12	10-8-1,JLN SETIAKASIH	DESA DAMANSARA	1680000	2021	834.6377446
18/07/2018	200	2153	Condominium/Apartment	13	10-2-2(P:N-2-1),JLN SETIAKASIH	DESA DAMANSARA	1800000	2018	836.1281692
29/03/2019	113	1216	Condominium/Apartment	7	922,JALAN SETIAKASIH	DESA DAMANSARA	1025000	2019	842.7053819
25/10/2019	191	2056	Condominium/Apartment	12	10-0-1(N-G-02),JLN SETIAKASIH	DESA DAMANSARA	1750000	2019	851.2066876
18/05/2020	187	2013	Condominium/Apartment	12	11-3-3,JLN SETIAKASIH	DESA DAMANSARA	1750000	2020	869.4143173
30/05/2019	133	1432	Condominium/Apartment	7	10-07-03,JLN SETIAKASIH	DESA DAMANSARA	1250000	2019	873.1497172
28/08/2020	142	1528	Condominium/Apartment	7	734,JALAN SETIAKASIH	DESA DAMANSARA	1350000	2020	883.2339815
3/12/2018	132	1421	Condominium/Apartment	13	11-3-1,JLN SETIAKASIH	DESA DAMANSARA	1362888	2018	959.2163705
4/10/2017	187	2013	Condominium/Apartment	9	11-9-2,JLN SETIAKASIH	DESA DAMANSARA	2000000	2017	993.6163626
4/11/2017	187	2013	Condominium/Apartment	13	10-7-5,JLN SETIAKASIH	DESA DAMANSARA	2080000	2017	1033.361017
26/12/2018	187	2013	Condominium/Apartment	11	11-10-1,JLN SETIAKASIH	DESA DAMANSARA	2150000	2018	1068.13759
10/2/2020	191	2056	Condominium/Apartment	13	10-1-6,JALAN SETIA KASIH	DESA DAMANSARA	2280000	2020	1109.000713
29/08/2017	113	1216	Condominium/Apartment	7	522,JLN SETIAKASIH	DESA DAMANSARA	1530000	2017	1257.891936
11/9/2018	120	1292	Condominium/Apartment	3	611,JLN SETIAKASIH	DESA DAMANSARA	2450000	2018	1896.772236
19/02/2021	349.49	3762	Condominium/Apartment	32	691-14-1,JALAN DAMANSARA	DESA KIARA	900000	2021	239.2423729
